domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,1.88,4.66,-3.7945,-493.1349,2.16,13.79
m_over,10.06,12.47,-28.6826,-536.5812,3.58,29.27
mu_over,1.61,11.3,-4.5183,-119.0675,2.38,20.65
mu_under,4.27,15.37,-4.2437,-668.5422,2.26,7.5
m_over_mu_over,5.64,13.11,-667.814,-6157.2109,3.6,43.33
m_over_mu_under,16.17,25.38,-118.7995,-3409.1128,3.77,16.42
