domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.05622,1.91,0.0212,5.05,0.9989,0.9714
m_over,0.72905,24.71,0.05701,13.58,0.7018,-37.9912
m_under,0.08737,2.96,0.07373,17.57,0.075,0.0069
mu_over,0.03541,1.2,0.045,10.72,0.9933,0.9152
mu_under,0.10152,3.44,0.05651,13.47,0.9989,0.9908
m_over_mu_over,0.85042,28.83,0.04192,9.99,-2.4301,-272.3697
m_under_mu_under,0.08872,3.01,0.05794,13.81,-0.3149,-2.2549
m_over_mu_under,0.84973,28.81,0.11487,27.37,0.9778,-7.2004
m_under_mu_over,0.08777,2.98,0.19276,45.93,0.4591,0.3166
