domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.08649,2.93,0.01734,4.13,0.9967,0.9583
m_over,0.92356,31.31,0.06403,15.26,0.7544,-2.6426
m_under,0.07649,2.59,0.05808,13.84,-0.0792,0.4355
mu_over,0.07609,2.58,0.04676,11.14,0.9734,0.7308
mu_under,0.12495,4.24,0.05508,13.12,0.992,0.9922
m_over_mu_over,1.24994,42.37,0.03378,8.05,-2.0825,0.0864
m_under_mu_under,0.0749,2.54,0.08946,21.31,-0.681,-2.6145
m_over_mu_under,0.90786,30.78,0.09433,22.48,0.9892,-2.8921
m_under_mu_over,0.08036,2.72,0.17683,42.13,0.1309,0.4787
