domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,1.04,4.92,0.9961,0.9711,0.51,0.97
m_over,14.9,18.32,0.8014,-3.5354,1.05,4.45
mu_over,3.6,18.05,0.9883,0.8991,0.78,1.62
mu_under,2.62,19.09,0.9955,0.9074,0.46,1.44
m_over_mu_over,12.48,14.78,-4.1689,-29.8294,1.1,13.41
m_over_mu_under,18.15,36.73,0.9144,-7.633,1.33,2.48
