domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,2.0,4.57,0.9992,0.9724,0.78,1.09
m_over,11.94,13.18,0.9664,-2.6259,3.1,3.16
mu_over,1.21,11.82,0.9943,0.8653,0.83,2.72
mu_under,3.95,14.97,0.9943,0.9925,0.89,1.13
m_over_mu_over,11.85,8.91,-3.7521,-40.0834,1.99,12.41
m_over_mu_under,15.73,24.56,0.955,-1.3875,3.18,1.77
