domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,4.99,8.82,0.9673,0.8917,3.12,2.52
m_over,22.29,22.81,0.5692,-7.8031,3.8,8.17
mu_over,3.67,10.22,0.9118,0.6527,2.88,5.44
mu_under,5.83,17.32,0.9858,0.9465,2.96,1.35
m_over_mu_over,16.95,7.6,-1.9602,-17.3423,2.82,16.45
m_over_mu_under,23.9,30.67,0.3017,-17.7511,3.97,2.89
