domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.76,2.51,-0.1927,-14.8665,3.75,6.8
m_over,17.61,8.34,-8.5688,-10.4803,4.4,20.51
m_under,3.09,12.89,-134.9797,-177.1717,3.01,5.49
mu_over,1.22,12.89,-1.1707,-10.1148,3.79,10.85
mu_under,1.88,11.26,-4.6254,-33.5108,3.74,5.07
m_over_mu_over,19.29,14.13,-40.1429,-3.9556,4.02,32.57
m_under_mu_under,2.88,15.25,-2307.2751,-190.8488,2.95,5.71
m_over_mu_under,17.92,13.5,-7.0992,-20.9991,4.78,9.16
m_under_mu_over,3.23,34.97,-44.2716,-37.0868,3.1,5.28
