domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.62,3.46,0.9977,0.9291,0.58,0.28
m_over,16.46,17.95,0.9019,-2.8892,1.27,3.83
m_under,3.6,17.92,0.6945,-1.0827,0.54,0.87
mu_over,1.98,12.67,0.9947,0.7716,0.79,0.7
mu_under,1.84,12.42,0.9765,0.9657,0.54,0.83
m_over_mu_over,16.87,8.84,-0.9741,-26.1674,1.27,12.74
m_under_mu_under,3.68,16.24,-1.789,-2.6053,0.51,1.51
m_over_mu_under,18.16,32.36,0.7059,0.8685,1.51,1.61
m_under_mu_over,3.62,48.52,0.6049,-0.2526,0.9,0.96
