domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,1.36,4.46,0.9981,0.9673,0.53,1.41
m_over,8.73,13.5,0.9684,-13.4544,1.01,3.47
mu_over,2.34,13.7,0.9935,0.8537,0.74,2.15
mu_under,3.32,15.64,0.9947,0.9881,0.56,1.36
m_over_mu_over,6.39,14.01,-2.1156,-59.4506,1.07,10.87
m_over_mu_under,14.34,24.56,0.9869,-2.0418,1.12,2.36
