domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.02677,0.91,0.01236,2.94,0.9991,0.9714
m_over,0.82667,28.02,0.06858,16.34,0.1083,0.7398
m_under,0.06601,2.24,0.05462,13.02,-0.525,-0.3541
mu_over,0.05221,1.77,0.05775,13.76,0.9942,0.8413
mu_under,0.09381,3.18,0.05287,12.6,0.9984,0.9765
m_over_mu_over,1.4365,48.7,0.03345,7.97,-5.7402,0.879
m_under_mu_under,0.06519,2.21,0.11812,28.14,-4.3429,-0.2041
m_over_mu_under,0.69177,23.45,0.1059,25.23,0.9089,-0.2201
m_under_mu_over,0.06789,2.3,0.16741,39.89,0.1676,-0.6088
