domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.86,3.81,0.9963,0.9231,0.52,0.99
m_over,15.15,13.59,0.8863,-1.1649,1.26,5.74
m_under,3.12,15.29,0.6409,-0.812,0.4,1.08
mu_over,1.78,14.0,0.989,0.7786,0.67,1.56
mu_under,2.32,14.13,0.9823,0.9697,0.52,1.02
m_over_mu_over,16.99,13.46,-2.2356,-13.6585,1.42,14.63
m_under_mu_under,3.07,20.21,-0.2874,-2.5006,0.35,1.76
m_over_mu_under,15.17,25.01,0.3174,0.4872,1.42,2.79
m_under_mu_over,3.28,45.23,0.5339,0.0655,0.82,1.05
