domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.06007,2.04,0.01936,4.61,0.9985,0.9702
m_over,0.30938,10.49,0.03802,9.06,0.9877,-4.8508
mu_over,0.04738,1.61,0.06194,14.76,0.9928,0.8284
mu_under,0.09559,3.24,0.05685,13.54,0.992,0.9913
m_over_mu_over,0.60682,20.57,0.0254,6.05,0.7387,-23.3313
m_over_mu_under,0.37359,12.66,0.07541,17.97,0.9196,0.8021
