domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.58,3.42,0.9982,0.9082,0.62,0.31
m_over,16.56,13.56,0.9249,0.2505,1.33,4.34
m_under,3.71,19.83,0.7726,-0.8694,0.55,0.86
mu_over,1.92,13.71,0.9962,0.7978,0.78,0.82
mu_under,1.48,10.5,0.9876,0.9466,0.55,0.7
m_over_mu_over,18.32,8.84,-1.2709,-1.9793,1.36,13.54
m_under_mu_under,3.73,12.87,0.1712,-1.917,0.53,1.49
m_over_mu_under,16.12,21.04,0.9364,0.6526,1.25,0.96
m_under_mu_over,3.77,50.78,0.6411,-0.2467,0.89,0.96
