domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,9.05,8.35,-6.1314,-63.2601,2.26,13.7
m_over,36.57,26.82,-15.8874,-230.4624,3.36,28.91
mu_over,9.41,10.91,-6.3909,-261.0435,2.25,20.33
mu_under,8.41,13.92,-4.9526,-59.5273,2.83,6.59
m_over_mu_over,44.62,60.2,-124.4505,-15.0738,3.45,41.3
m_over_mu_under,34.74,19.72,-72.0672,-119.0631,3.99,15.82
