domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,1.88,4.69,0.9976,0.9416,0.52,1.68
m_over,11.85,18.23,0.9623,-8.6853,1.03,3.16
mu_over,3.84,14.1,0.9918,0.8561,0.76,2.71
mu_under,2.92,12.64,0.9955,0.9301,0.53,2.18
m_over_mu_over,7.59,10.47,-1.4329,-18.363,1.08,10.07
m_over_mu_under,17.87,31.89,0.9181,-43.3104,1.11,2.32
