domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.78,3.55,0.9856,0.7831,0.62,0.46
m_over,15.96,18.13,0.5842,0.3213,1.35,4.77
m_under,3.32,18.75,0.1088,-1.4073,0.37,1.16
mu_over,1.66,12.45,0.9846,0.4215,0.8,0.95
mu_under,2.44,13.01,0.9739,0.8389,0.57,0.8
m_over_mu_over,16.27,10.83,-10.7657,-0.7734,1.44,14.75
m_under_mu_under,3.98,9.01,-0.5916,-5.0212,0.29,1.83
m_over_mu_under,19.37,27.89,-5.8406,0.7095,1.51,3.04
m_under_mu_over,3.29,43.5,0.4226,-0.112,0.78,1.11
