domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.11206,3.8,0.02333,5.56,0.9952,0.8535
m_over,0.526,17.83,0.05886,14.02,0.951,-7.1468
mu_over,0.09958,3.38,0.0439,10.46,0.9822,0.5377
mu_under,0.17264,5.85,0.0684,16.3,0.9958,0.9093
m_over_mu_over,0.71284,24.17,0.06341,15.11,0.8178,-1.4486
m_over_mu_under,0.65846,22.32,0.10429,24.85,0.9989,-13.9229
