domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.73,2.44,0.9903,0.8189,0.61,0.35
m_over,18.05,10.89,0.776,0.7444,1.58,4.5
m_under,4.0,19.08,0.7144,-1.337,0.48,0.89
mu_over,2.05,14.83,0.9735,0.4437,0.84,0.71
mu_under,1.92,11.59,0.9809,0.9128,0.53,0.73
m_over_mu_over,18.01,23.74,-1.3457,-2.2887,1.91,13.92
m_under_mu_under,4.15,11.96,-0.1666,-2.7138,0.44,1.51
m_over_mu_under,18.47,15.46,-5.0479,0.6161,1.37,1.4
m_under_mu_over,3.87,50.23,0.5437,-0.264,0.85,1.03
