domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,1.63,4.9,0.9982,0.9395,0.64,0.28
m_over,10.41,16.03,0.9578,-45.2279,0.91,1.42
mu_over,3.81,16.98,0.9944,0.8493,0.87,1.03
mu_under,2.21,9.5,0.9641,0.9818,0.55,1.13
m_over_mu_over,4.07,16.68,-1.1169,-34.7855,1.15,9.09
m_over_mu_under,16.96,25.58,0.8933,-25.9261,0.94,1.07
