domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.56,2.43,0.9939,0.9229,0.58,0.27
m_over,16.5,13.13,0.8705,-6.1541,1.28,4.17
m_under,3.79,19.67,0.7342,-1.1766,0.56,0.94
mu_over,1.88,15.13,0.97,0.7509,0.79,0.68
mu_under,1.6,11.37,0.9715,0.9547,0.53,0.86
m_over_mu_over,17.64,15.05,-1.0175,-24.0451,1.33,13.43
m_under_mu_under,3.83,12.49,-1.205,-2.3812,0.55,1.63
m_over_mu_under,17.47,18.79,-1.3605,-0.6808,1.48,1.25
m_under_mu_over,3.77,50.62,0.5834,-0.3663,0.89,1.02
