domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,1.34,4.34,0.9982,0.9692,0.62,1.82
m_over,9.02,13.54,0.9535,-10.1188,1.05,4.15
mu_over,2.5,13.65,0.9922,0.874,0.78,2.77
mu_under,3.07,14.49,0.9957,0.9901,0.69,1.72
m_over_mu_over,7.32,10.28,-2.8539,-31.3414,1.01,11.34
m_over_mu_under,14.14,24.21,0.9862,-1.9829,1.29,3.25
