domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.05754,1.95,0.01228,2.93,0.998,0.9396
m_over,0.3713,12.59,0.03095,7.38,0.9669,-2.8151
mu_over,0.05525,1.87,0.05542,13.21,0.9813,0.6776
mu_under,0.11436,3.88,0.05562,13.25,0.9971,0.9617
m_over_mu_over,0.44878,15.21,0.04932,11.75,0.4606,0.5959
m_over_mu_under,0.3979,13.49,0.05712,13.61,0.9894,-0.0554
