domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.08952,3.03,0.02171,5.17,0.9976,0.8855
m_over,0.46648,15.81,0.05385,12.83,0.9634,-11.6315
mu_over,0.05079,1.72,0.04569,10.89,0.9873,0.7285
mu_under,0.15255,5.17,0.06715,16.0,0.998,0.9404
m_over_mu_over,0.52941,17.95,0.02569,6.12,0.5283,-4.4426
m_over_mu_under,0.61636,20.89,0.10616,25.29,0.984,-11.2669
