domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.57,3.09,0.9964,0.9277,0.58,0.33
m_over,17.47,13.9,0.8855,-3.6391,1.28,4.54
m_under,4.06,18.32,0.7691,-1.3123,0.53,0.9
mu_over,1.84,13.43,0.9939,0.7794,0.77,0.82
mu_under,1.71,12.5,0.9625,0.9649,0.53,0.95
m_over_mu_over,18.75,10.11,-2.2123,-16.0761,1.44,14.03
m_under_mu_under,4.2,13.93,-0.8927,-2.8119,0.49,1.59
m_over_mu_under,18.11,22.54,-0.5267,0.5998,1.41,1.38
m_under_mu_over,4.06,50.44,0.5094,-0.3209,0.9,1.03
