domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.0595,2.02,0.01501,3.58,0.9982,0.9747
m_over,1.12274,38.06,0.1087,25.9,-0.8502,-0.0327
m_under,0.07319,2.48,0.06167,14.69,0.0968,0.2622
mu_over,0.04636,1.57,0.05338,12.72,0.9879,0.8286
mu_under,0.12633,4.28,0.0481,11.46,0.9904,0.9944
m_over_mu_over,1.72552,58.49,0.08588,20.46,-7.0039,-3.4775
m_under_mu_under,0.06994,2.37,0.08124,19.36,-1.7286,-4.4013
m_over_mu_under,0.87326,29.6,0.11479,27.35,0.9305,-0.862
m_under_mu_over,0.08038,2.72,0.17919,42.69,0.2237,0.4537
