domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,2.4,5.16,0.9989,0.9235,1.34,1.11
m_over,13.76,16.01,0.9554,-2.0645,4.28,3.38
mu_over,1.63,13.46,0.9934,0.8507,1.85,2.69
mu_under,5.03,16.79,0.9971,0.937,0.65,1.07
m_over_mu_over,17.97,5.14,-5.5045,-41.522,2.46,14.6
m_over_mu_under,19.38,27.45,0.9631,-5.5436,2.01,1.39
