Model,Seen: Pla Cube-0.390-Green Rub (m NRMSE±STD),Seen: Pla Cube-0.390-Green Rub (mu NRMSE±STD),Seen: Pla Cube-0.390-Wood Sm (m NRMSE±STD),Seen: Pla Cube-0.390-Wood Sm (mu NRMSE±STD),Seen: Pla Cube-0.498-Green Rub (m NRMSE±STD),Seen: Pla Cube-0.498-Green Rub (mu NRMSE±STD),Seen: Pla Cube-0.498-Wood Sm (m NRMSE±STD),Seen: Pla Cube-0.498-Wood Sm (mu NRMSE±STD),Seen: Pla Cube-0.598-Green Rub (m NRMSE±STD),Seen: Pla Cube-0.598-Green Rub (mu NRMSE±STD),Seen: Pla Cube-0.598-Wood Sm (m NRMSE±STD),Seen: Pla Cube-0.598-Wood Sm (mu NRMSE±STD),Seen: Pla Cube-0.694-Green Rub (m NRMSE±STD),Seen: Pla Cube-0.694-Green Rub (mu NRMSE±STD),Seen: Pla Cube-0.694-Wood Sm (m NRMSE±STD),Seen: Pla Cube-0.694-Wood Sm (mu NRMSE±STD),Seen: Pla Cube-0.798-Green Rub (m NRMSE±STD),Seen: Pla Cube-0.798-Green Rub (mu NRMSE±STD),Seen: Pla Cube-0.798-Wood Sm (m NRMSE±STD),Seen: Pla Cube-0.798-Wood Sm (mu NRMSE±STD),Seen: Pla Cube-0.915-Green Rub (m NRMSE±STD),Seen: Pla Cube-0.915-Green Rub (mu NRMSE±STD),Seen: Pla Cube-0.915-Wood Sm (m NRMSE±STD),Seen: Pla Cube-0.915-Wood Sm (mu NRMSE±STD),Unseen: Blue Cyl-0.175-Green Rub (m NRMSE±STD),Unseen: Blue Cyl-0.175-Green Rub (mu NRMSE±STD),Unseen: Blue Cyl-0.175-Wood Rg (m NRMSE±STD),Unseen: Blue Cyl-0.175-Wood Rg (mu NRMSE±STD),Unseen: Blue Cyl-0.175-Wood Sm (m NRMSE±STD),Unseen: Blue Cyl-0.175-Wood Sm (mu NRMSE±STD),Unseen: Blue Cyl-0.376-Green Rub (m NRMSE±STD),Unseen: Blue Cyl-0.376-Green Rub (mu NRMSE±STD),Unseen: Blue Cyl-0.376-Wood Rg (m NRMSE±STD),Unseen: Blue Cyl-0.376-Wood Rg (mu NRMSE±STD),Unseen: Blue Cyl-0.376-Wood Sm (m NRMSE±STD),Unseen: Blue Cyl-0.376-Wood Sm (mu NRMSE±STD),Unseen: Pla Cube-0.390-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-0.390-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-0.498-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-0.498-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-0.598-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-0.598-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-0.694-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-0.694-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-0.798-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-0.798-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-0.915-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-0.915-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-1.123-Green Rub (m NRMSE±STD),Unseen: Pla Cube-1.123-Green Rub (mu NRMSE±STD),Unseen: Pla Cube-1.123-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-1.123-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-1.123-Wood Sm (m NRMSE±STD),Unseen: Pla Cube-1.123-Wood Sm (mu NRMSE±STD),Unseen: Pla Cube-1.240-Green Rub (m NRMSE±STD),Unseen: Pla Cube-1.240-Green Rub (mu NRMSE±STD),Unseen: Pla Cube-1.240-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-1.240-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-1.240-Wood Sm (m NRMSE±STD),Unseen: Pla Cube-1.240-Wood Sm (mu NRMSE±STD),Unseen: Pla Cube-1.456-Green Rub (m NRMSE±STD),Unseen: Pla Cube-1.456-Green Rub (mu NRMSE±STD),Unseen: Pla Cube-1.456-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-1.456-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-1.456-Wood Sm (m NRMSE±STD),Unseen: Pla Cube-1.456-Wood Sm (mu NRMSE±STD),Unseen: Pla Cube-1.656-Green Rub (m NRMSE±STD),Unseen: Pla Cube-1.656-Green Rub (mu NRMSE±STD),Unseen: Pla Cube-1.656-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-1.656-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-1.656-Wood Sm (m NRMSE±STD),Unseen: Pla Cube-1.656-Wood Sm (mu NRMSE±STD),Unseen: Pla Cube-1.856-Green Rub (m NRMSE±STD),Unseen: Pla Cube-1.856-Green Rub (mu NRMSE±STD),Unseen: Pla Cube-1.856-Wood Rg (m NRMSE±STD),Unseen: Pla Cube-1.856-Wood Rg (mu NRMSE±STD),Unseen: Pla Cube-1.856-Wood Sm (m NRMSE±STD),Unseen: Pla Cube-1.856-Wood Sm (mu NRMSE±STD),Unseen: Toy Cont-0.167-Green Rub (m NRMSE±STD),Unseen: Toy Cont-0.167-Green Rub (mu NRMSE±STD),Unseen: Toy Cont-0.397-Green Rub (m NRMSE±STD),Unseen: Toy Cont-0.397-Green Rub (mu NRMSE±STD),Unseen: Toy Cont-0.989-Green Rub (m NRMSE±STD),Unseen: Toy Cont-0.989-Green Rub (mu NRMSE±STD),Unseen: Toy Cont-0.989-Wood Rg (m NRMSE±STD),Unseen: Toy Cont-0.989-Wood Rg (mu NRMSE±STD),Unseen: Toy Cont-0.989-Wood Sm (m NRMSE±STD),Unseen: Toy Cont-0.989-Wood Sm (mu NRMSE±STD),Unseen: Wood Cube-0.348-Green Rub (m NRMSE±STD),Unseen: Wood Cube-0.348-Green Rub (mu NRMSE±STD),Unseen: Wood Cube-0.348-Wood Rg (m NRMSE±STD),Unseen: Wood Cube-0.348-Wood Rg (mu NRMSE±STD),Unseen: Wood Cube-0.348-Wood Sm (m NRMSE±STD),Unseen: Wood Cube-0.348-Wood Sm (mu NRMSE±STD),Unseen: Wood Cube-0.570-Green Rub (m NRMSE±STD),Unseen: Wood Cube-0.570-Green Rub (mu NRMSE±STD),Unseen: Wood Cube-0.570-Wood Rg (m NRMSE±STD),Unseen: Wood Cube-0.570-Wood Rg (mu NRMSE±STD),Unseen: Wood Cube-0.570-Wood Sm (m NRMSE±STD),Unseen: Wood Cube-0.570-Wood Sm (mu NRMSE±STD)
PhyPush (Data loss),10.57 ± 1.49 (6.59),12.73 ± 7.99 (1.22),8.20 ± 1.79 (5.95),30.77 ± 16.15 (3.32),4.69 ± 1.26 (2.17),10.52 ± 7.42 (0.09),4.14 ± 1.38 (2.31),30.91 ± 5.67 (22.06),4.09 ± 3.19 (0.12),7.86 ± 3.94 (1.95),6.02 ± 5.13 (0.02),30.00 ± 8.35 (14.55),6.38 ± 2.76 (2.19),7.70 ± 3.92 (2.51),11.31 ± 6.55 (2.56),27.90 ± 9.05 (3.52),10.04 ± 1.02 (8.37),9.38 ± 4.22 (1.19),9.61 ± 1.47 (5.89),33.13 ± 4.28 (25.24),16.68 ± 1.44 (13.88),10.62 ± 4.00 (2.37),15.29 ± 1.41 (12.98),34.13 ± 3.85 (28.47),13.58 ± 6.79 (4.98),19.69 ± 11.16 (1.69),5.97 ± 1.80 (3.90),13.22 ± 7.91 (0.49),6.97 ± 3.46 (4.20),34.85 ± 10.78 (12.89),7.67 ± 3.39 (2.03),25.90 ± 6.78 (8.84),8.59 ± 3.04 (1.26),20.02 ± 9.65 (1.83),7.21 ± 3.26 (1.40),40.35 ± 14.71 (12.03),8.68 ± 2.68 (1.76),54.65 ± 7.64 (44.47),5.49 ± 3.11 (0.07),53.86 ± 10.23 (27.04),1.24 ± 0.50 (0.18),56.47 ± 6.28 (47.27),6.16 ± 2.82 (3.35),52.14 ± 3.92 (45.04),10.38 ± 2.41 (6.50),54.79 ± 3.35 (49.93),15.95 ± 0.87 (13.77),52.23 ± 3.91 (48.36),26.85 ± 0.73 (25.60),11.60 ± 4.20 (6.10),26.78 ± 1.44 (24.63),54.99 ± 2.85 (50.03),25.54 ± 1.64 (21.66),35.34 ± 4.51 (29.84),32.42 ± 1.45 (29.61),12.99 ± 4.95 (0.54),32.36 ± 1.11 (30.33),54.26 ± 5.33 (47.61),32.50 ± 0.91 (29.94),33.91 ± 3.99 (30.20),43.96 ± 0.96 (41.75),9.77 ± 3.52 (4.06),43.61 ± 1.37 (40.93),55.84 ± 4.15 (48.74),44.12 ± 1.01 (41.44),32.14 ± 3.32 (29.70),53.62 ± 0.98 (51.76),12.09 ± 2.62 (7.70),53.71 ± 0.97 (51.73),57.25 ± 3.41 (52.33),54.12 ± 0.90 (52.95),34.04 ± 4.32 (28.90),63.13 ± 0.70 (62.09),15.93 ± 3.40 (12.55),64.25 ± 1.34 (61.94),57.71 ± 6.07 (49.14),64.75 ± 0.65 (63.68),34.81 ± 2.84 (29.24),8.63 ± 5.03 (4.63),15.57 ± 7.31 (2.07),11.52 ± 2.38 (6.48),42.49 ± 10.71 (18.46),18.57 ± 1.48 (16.14),47.34 ± 6.03 (37.42),18.10 ± 1.73 (15.44),75.52 ± 3.47 (70.62),17.78 ± 1.72 (15.04),85.17 ± 4.91 (73.46),9.95 ± 3.71 (3.03),37.10 ± 12.51 (5.29),6.96 ± 3.89 (1.53),67.46 ± 18.18 (36.73),8.70 ± 4.79 (0.07),64.86 ± 12.13 (31.01),1.79 ± 0.96 (0.52),37.22 ± 7.41 (24.53),8.87 ± 6.18 (0.09),74.26 ± 12.74 (44.61),7.11 ± 5.69 (0.35),64.86 ± 13.58 (41.43)
PhyPush ($m$ best),20.79 ± 8.95 (8.84),52.50 ± 0.42 (51.68),22.10 ± 9.39 (8.49),75.16 ± 0.43 (74.16),13.55 ± 7.90 (3.21),52.48 ± 0.58 (51.40),17.31 ± 9.53 (2.98),75.05 ± 0.56 (74.20),7.66 ± 5.71 (1.56),52.14 ± 0.49 (51.31),9.89 ± 7.10 (0.94),75.07 ± 0.46 (74.24),8.80 ± 2.99 (2.99),52.21 ± 0.58 (51.26),9.18 ± 3.18 (4.78),75.03 ± 0.60 (74.10),9.05 ± 2.29 (6.45),52.58 ± 0.48 (51.50),7.27 ± 1.03 (4.93),75.45 ± 0.27 (75.09),12.21 ± 8.07 (1.01),52.45 ± 0.56 (51.41),10.27 ± 7.71 (0.37),75.51 ± 0.33 (75.07),24.85 ± 7.70 (19.40),68.66 ± 0.50 (68.25),28.29 ± 8.02 (19.47),66.88 ± 0.53 (65.93),27.09 ± 6.91 (20.12),92.48 ± 0.54 (91.66),15.89 ± 7.84 (8.88),68.84 ± 0.63 (68.26),13.55 ± 5.07 (9.54),66.90 ± 0.57 (66.02),15.95 ± 8.29 (8.93),92.09 ± 0.47 (91.51),26.41 ± 6.85 (8.84),97.14 ± 0.21 (96.80),11.38 ± 7.33 (2.68),96.87 ± 0.68 (95.87),13.72 ± 5.85 (1.36),97.10 ± 0.21 (96.51),9.72 ± 3.88 (3.95),97.26 ± 0.36 (96.72),9.22 ± 3.39 (1.70),96.76 ± 0.54 (95.86),11.19 ± 7.82 (1.40),97.26 ± 0.27 (96.95),16.98 ± 8.26 (8.89),52.80 ± 0.27 (52.28),15.14 ± 7.62 (9.14),97.12 ± 0.43 (95.86),11.47 ± 3.93 (9.18),75.55 ± 0.19 (75.29),23.19 ± 7.93 (15.40),52.87 ± 0.17 (52.62),18.75 ± 5.81 (15.17),97.44 ± 0.20 (97.09),19.87 ± 6.26 (15.47),75.49 ± 0.28 (75.06),27.13 ± 0.55 (26.50),52.72 ± 0.19 (52.38),32.61 ± 6.22 (26.89),97.53 ± 0.28 (97.08),29.38 ± 4.80 (26.45),75.51 ± 0.27 (75.09),39.19 ± 3.60 (36.98),52.82 ± 0.26 (52.30),39.08 ± 3.57 (37.27),97.38 ± 0.10 (97.17),38.31 ± 1.45 (37.10),75.64 ± 0.19 (75.21),48.78 ± 0.91 (47.90),52.91 ± 0.11 (52.68),48.05 ± 0.24 (47.78),97.28 ± 0.17 (96.84),50.19 ± 5.13 (47.55),75.61 ± 0.18 (75.35),26.70 ± 8.14 (14.22),85.86 ± 0.52 (84.95),24.86 ± 9.45 (2.62),86.03 ± 0.46 (84.94),2.65 ± 0.79 (1.99),86.35 ± 0.16 (86.09),10.52 ± 7.02 (2.17),116.13 ± 0.30 (115.78),2.29 ± 0.11 (2.10),121.53 ± 0.08 (121.40),20.81 ± 9.24 (5.21),82.92 ± 0.66 (82.05),21.74 ± 9.09 (10.40),120.02 ± 0.47 (119.09),22.24 ± 7.72 (11.07),115.89 ± 0.31 (115.09),8.98 ± 7.54 (0.27),82.73 ± 0.58 (82.03),13.55 ± 7.96 (0.37),120.45 ± 0.33 (119.60),8.83 ± 7.15 (0.02),115.65 ± 0.44 (114.92)
PhyPush ($\mu$ best),3.62 ± 1.22 (1.02),22.67 ± 14.11 (6.80),3.92 ± 1.11 (1.84),17.71 ± 6.62 (7.83),7.46 ± 2.03 (4.51),22.62 ± 10.90 (5.35),8.05 ± 2.65 (1.60),18.71 ± 6.93 (7.02),10.69 ± 3.04 (3.56),25.19 ± 12.28 (2.16),13.20 ± 1.59 (11.04),15.99 ± 7.76 (6.78),14.07 ± 3.45 (5.41),27.14 ± 10.75 (5.56),18.61 ± 1.91 (16.39),19.10 ± 8.04 (5.57),19.82 ± 3.26 (16.22),25.58 ± 12.79 (4.75),22.86 ± 2.47 (18.42),20.80 ± 8.94 (5.53),23.25 ± 2.20 (21.68),27.99 ± 10.44 (0.60),27.16 ± 2.91 (22.74),15.20 ± 8.31 (0.02),5.89 ± 0.66 (5.24),25.17 ± 5.94 (13.52),8.01 ± 4.13 (5.15),28.61 ± 9.35 (6.82),7.83 ± 3.36 (5.27),23.06 ± 16.48 (4.03),2.81 ± 0.56 (2.11),20.45 ± 4.61 (6.39),3.24 ± 1.63 (0.36),21.76 ± 5.80 (11.95),3.65 ± 1.65 (0.34),21.88 ± 15.78 (0.30),5.33 ± 2.31 (3.24),39.17 ± 16.94 (4.89),7.95 ± 2.39 (2.63),32.01 ± 19.28 (2.98),13.49 ± 1.20 (11.83),29.50 ± 14.91 (10.08),16.60 ± 2.84 (12.32),33.67 ± 15.96 (11.26),21.01 ± 2.79 (17.95),28.52 ± 14.50 (11.50),28.58 ± 2.98 (23.69),39.13 ± 14.45 (11.70),33.38 ± 3.10 (30.76),21.62 ± 11.69 (0.55),38.48 ± 3.83 (31.24),39.42 ± 14.87 (12.22),39.94 ± 2.28 (33.38),21.48 ± 7.73 (6.33),39.87 ± 3.27 (35.26),18.38 ± 9.06 (4.58),41.53 ± 3.70 (37.46),30.07 ± 12.22 (13.10),44.91 ± 3.36 (37.83),17.90 ± 6.55 (6.32),47.87 ± 2.22 (45.74),19.89 ± 5.80 (1.77),50.57 ± 2.51 (47.56),32.57 ± 11.74 (16.74),51.10 ± 3.43 (47.59),12.94 ± 7.88 (2.11),59.58 ± 2.67 (56.00),14.31 ± 7.94 (1.35),63.47 ± 3.03 (57.40),37.64 ± 8.51 (18.37),60.51 ± 3.04 (57.23),12.79 ± 8.97 (0.03),67.95 ± 1.60 (66.66),14.87 ± 3.39 (4.74),73.60 ± 3.04 (67.30),38.99 ± 9.26 (19.49),69.90 ± 2.19 (68.13),8.09 ± 6.12 (0.05),7.07 ± 1.85 (5.59),22.72 ± 12.46 (3.48),3.29 ± 1.45 (0.77),31.56 ± 9.25 (16.42),26.06 ± 4.53 (16.69),25.78 ± 9.99 (6.02),29.70 ± 4.78 (17.14),55.85 ± 11.58 (31.17),31.39 ± 0.99 (29.39),65.44 ± 1.61 (62.90),2.89 ± 2.15 (0.04),14.12 ± 9.96 (1.25),2.93 ± 1.22 (0.14),40.25 ± 15.74 (20.46),2.42 ± 0.85 (0.97),39.20 ± 18.68 (15.98),8.56 ± 2.38 (5.17),16.47 ± 13.43 (0.60),11.99 ± 1.95 (7.12),52.49 ± 14.03 (34.30),13.19 ± 1.74 (9.94),48.15 ± 19.34 (16.19)
