domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.061,2.07,0.01267,3.02,0.9979,0.9435
m_over,1.02217,34.65,0.05932,14.13,0.8518,0.8355
m_under,0.08069,2.74,0.06201,14.78,-0.1518,-0.2208
mu_over,0.05087,1.72,0.05421,12.92,0.976,0.7422
mu_under,0.12201,4.14,0.05706,13.6,0.9933,0.9811
m_over_mu_over,1.58519,53.74,0.11173,26.62,0.3067,0.7552
m_under_mu_under,0.07827,2.65,0.08471,20.18,-1.1033,-4.4015
m_over_mu_under,0.79852,27.07,0.09236,22.01,0.8526,-0.3893
m_under_mu_over,0.0845,2.86,0.17966,42.81,0.5291,-0.0542
