domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.0559,1.9,0.01207,2.88,0.9981,0.9418
m_over,1.05304,35.7,0.06115,14.57,0.8318,0.8122
m_under,0.07584,2.57,0.05962,14.2,-0.463,0.3471
mu_over,0.053,1.8,0.05649,13.46,0.9834,0.7047
mu_under,0.11271,3.82,0.05565,13.26,0.9971,0.9532
m_over_mu_over,1.6308,55.28,0.08473,20.19,-0.0318,0.7495
m_under_mu_under,0.07377,2.5,0.0866,20.64,-2.4723,-0.0652
m_over_mu_under,0.78672,26.67,0.08871,21.14,0.7965,-0.7509
m_under_mu_over,0.07872,2.67,0.17346,41.33,0.4083,0.1868
