domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.49,2.2,0.9973,0.9531,0.63,0.27
m_over,6.56,6.42,0.9029,0.5429,1.02,1.59
mu_over,2.6,16.32,0.9601,0.8168,0.85,1.15
mu_under,2.19,12.76,0.991,0.9711,0.61,1.07
m_over_mu_over,15.28,38.24,-1.7891,0.8536,1.75,8.82
m_over_mu_under,7.22,10.17,0.3194,-15.8678,1.0,1.84
