domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.07587,2.57,0.02354,5.61,0.999,0.966
m_over,0.92784,31.45,0.10865,25.89,0.3215,0.8519
m_under,0.09039,3.06,0.07157,17.05,-0.0961,0.435
mu_over,0.0423,1.43,0.04777,11.38,0.993,0.8859
mu_under,0.12276,4.16,0.06326,15.07,0.9968,0.9878
m_over_mu_over,0.96426,32.69,0.0234,5.57,-3.1348,-2.1327
m_under_mu_under,0.08519,2.89,0.06542,15.59,-3.3658,0.1808
m_over_mu_under,0.96823,32.82,0.17043,40.61,0.8841,0.6364
m_under_mu_over,0.0971,3.29,0.19719,46.98,0.4555,0.5826
