domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,2.3,3.58,0.9958,0.9831,0.99,1.41
m_over,9.13,9.24,0.9568,-0.5401,3.84,3.03
mu_over,1.5,12.09,0.9799,0.8782,1.65,3.33
mu_under,4.62,10.68,0.9897,0.9847,0.76,0.74
m_over_mu_over,16.49,6.36,-2.0716,-25.4187,3.29,12.29
m_over_mu_under,14.84,16.79,0.9866,0.448,2.48,0.88
