domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.57,2.64,0.995,0.8339,0.61,0.28
m_over,16.77,13.1,0.8914,0.1371,1.38,4.5
m_under,3.72,20.67,0.7498,-1.0832,0.54,0.89
mu_over,2.15,14.14,0.9861,0.5685,0.83,0.79
mu_under,1.41,9.94,0.9703,0.9281,0.54,0.78
m_over_mu_over,19.28,10.93,-0.6992,0.3869,1.54,13.68
m_under_mu_under,3.8,11.45,-0.5723,-2.0202,0.54,1.55
m_over_mu_under,17.55,14.14,-1.1273,0.8139,1.38,1.06
m_under_mu_over,3.8,51.11,0.6168,-0.3323,0.89,0.99
