domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.76,2.59,0.9853,0.8086,0.62,0.31
m_over,16.2,10.15,0.8505,-30.7434,1.25,4.86
m_under,3.67,21.44,0.7337,-1.1167,0.56,0.93
mu_over,1.84,15.08,0.9637,0.5426,0.83,0.78
mu_under,2.16,10.6,0.9519,0.9303,0.55,0.8
m_over_mu_over,15.76,13.69,-2.7675,-478.4966,1.13,13.85
m_under_mu_under,3.68,9.51,-3.5696,-3.4097,0.53,1.6
m_over_mu_under,17.77,15.57,0.0792,-20.6299,1.28,1.3
m_under_mu_over,3.67,51.52,0.5686,-0.3549,0.91,1.02
