domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.55,2.76,0.9948,0.9482,0.64,0.36
m_over,6.75,7.46,0.9079,-9.3451,0.99,1.94
