domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,22.04,95.05,-4.4344,-3785512704.0,1.72,10.9
m_over,50.92,95.41,-9.9566,-701088640.0,2.87,25.49
m_under,6.73,94.91,-0.465,-22822019072.0,0.73,2.91
mu_over,21.77,130.11,-6.1113,-1544113664.0,1.76,15.94
mu_under,22.0,59.86,-3.8265,-13283869696.0,1.66,6.15
m_over_mu_over,50.7,130.16,-35.0733,-372684992.0,2.75,37.45
m_under_mu_under,6.7,59.8,-0.1379,-55471239168.0,0.61,1.74
m_over_mu_under,51.14,59.8,-11.3742,-5011192320.0,3.07,14.38
m_under_mu_over,6.86,130.26,-0.5154,-14254023680.0,1.11,4.24
