domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.02195,0.74,0.0138,3.29,0.9978,0.9444
m_over,0.61285,20.78,0.05019,11.96,0.3397,0.3203
m_under,0.07441,2.52,0.05627,13.41,-0.8136,-0.8559
mu_over,0.07833,2.66,0.06283,14.97,0.9902,0.9343
mu_under,0.0292,0.99,0.04871,11.61,0.988,0.6253
m_over_mu_over,0.63485,21.52,0.05127,12.22,-4.6058,-28.0115
m_under_mu_under,0.08156,2.76,0.09294,22.14,-0.5345,0.2238
m_over_mu_under,0.59394,20.13,0.0653,15.56,0.9563,-58.2617
m_under_mu_over,0.07183,2.44,0.1728,41.17,0.1738,-1.6176
