domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.55,2.74,0.9968,0.9522,0.64,0.35
m_over,6.05,4.62,0.9492,-8.2739,0.97,1.57
mu_over,2.55,14.24,0.9927,0.8366,0.84,1.11
mu_under,1.57,11.58,0.971,0.9701,0.6,0.84
m_over_mu_over,5.81,13.03,-2.5185,-31.5041,1.09,9.09
m_over_mu_under,6.93,11.23,0.1014,-101.751,1.05,1.02
