domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.12186,4.13,0.02403,5.72,0.9941,0.8426
m_over,0.54145,18.35,0.05675,13.52,0.9547,-7.0829
mu_over,0.10921,3.7,0.04641,11.06,0.9765,0.546
mu_under,0.15701,5.32,0.06441,15.35,0.9978,0.9478
m_over_mu_over,0.6216,21.07,0.03218,7.67,-0.0726,-1.2351
m_over_mu_under,0.65426,22.18,0.10005,23.84,0.9949,-20.8528
