domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,2.18,8.22,0.9756,0.9403,0.64,0.33
m_over,10.91,19.06,0.9554,-4.3659,0.94,1.65
mu_over,4.49,14.11,0.9855,0.7799,0.89,1.22
mu_under,3.04,21.41,0.9422,0.9735,0.56,1.02
m_over_mu_over,5.06,8.53,-1.4241,-0.0126,1.39,8.37
m_over_mu_under,16.97,32.44,0.9022,-20.1036,0.92,1.77
