domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.04857,1.65,0.01818,4.33,0.9994,0.9713
m_over,0.64101,21.73,0.0746,17.77,0.8275,-3.7549
mu_over,0.04528,1.53,0.05327,12.69,0.996,0.8757
mu_under,0.13168,4.46,0.06469,15.41,0.9948,0.9883
m_over_mu_over,0.80577,27.32,0.02386,5.69,-2.5386,-77.8413
m_over_mu_under,0.68536,23.23,0.12816,30.54,0.9799,-10.3211
