domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,1.56,4.55,0.9979,0.8938,0.62,1.8
m_over,10.65,14.61,0.9416,-26.4526,1.13,3.79
mu_over,3.43,16.4,0.9939,0.816,0.9,2.65
mu_under,3.88,13.88,0.9934,0.8873,0.56,1.29
m_over_mu_over,5.32,12.42,-1.9362,-357.0014,1.17,10.79
m_over_mu_under,17.14,25.51,0.9389,-44.5776,1.2,2.59
