domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.5,2.56,0.9968,0.9492,0.64,0.3
m_over,6.07,6.43,0.9425,-2.7622,0.93,1.62
mu_over,2.08,12.89,0.9935,0.833,0.81,1.11
mu_under,2.04,12.81,0.9755,0.9729,0.61,0.85
m_over_mu_over,6.34,12.14,-1.841,-15.6373,1.14,8.84
m_over_mu_under,6.63,13.55,0.6417,-13.7694,0.96,0.93
