domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.53,2.87,0.9945,0.9912,0.43,1.07
m_over,16.92,16.73,0.6979,-8.0987,1.24,4.86
m_under,3.36,20.7,0.0605,-1.0725,0.54,1.18
mu_over,1.73,12.39,0.9876,0.9154,0.62,1.58
mu_under,1.53,11.9,0.9455,0.9961,0.42,1.38
m_over_mu_over,18.09,10.73,-5.2225,-83.9918,1.66,14.68
m_under_mu_under,3.42,12.17,-13.5104,-2.5092,0.5,1.95
m_over_mu_under,16.18,25.71,0.3074,0.5016,1.22,2.34
m_under_mu_over,3.38,51.27,0.5143,-0.2585,0.9,1.12
