domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.04429,1.5,0.01878,4.48,0.9933,0.9544
m_over,0.79187,26.84,0.06975,16.62,0.7018,0.7171
m_under,0.07092,2.4,0.052,12.39,0.1024,-12.1595
mu_over,0.05576,1.89,0.04993,11.9,0.987,0.9087
mu_under,0.07523,2.55,0.05485,13.07,0.9942,0.9826
m_over_mu_over,0.85889,29.12,0.04613,10.99,-2.3873,-1.8874
m_under_mu_under,0.07498,2.54,0.08139,19.39,-1.3429,-14.2476
m_over_mu_under,0.78514,26.62,0.10347,24.65,0.9746,-6.0359
m_under_mu_over,0.07057,2.39,0.1532,36.5,0.2344,-4.8735
