domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.0513,1.74,0.01216,2.9,0.9981,0.974
m_over,0.84454,28.63,0.06357,15.15,0.7051,-1.6407
m_under,0.08363,2.83,0.06906,16.45,0.041,-1.2831
mu_over,0.05139,1.74,0.05449,12.98,0.9866,0.7965
mu_under,0.08331,2.82,0.04494,10.71,0.9983,0.9957
m_over_mu_over,1.00933,34.22,0.03536,8.42,-5.3305,-10.4737
m_under_mu_under,0.08414,2.85,0.05926,14.12,-1.356,-2.3934
m_over_mu_under,0.78008,26.44,0.08663,20.64,0.9821,-4.1555
m_under_mu_over,0.08576,2.91,0.18512,44.11,0.3189,-0.0549
