domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.0556,1.88,0.01353,3.22,0.9987,0.9717
m_over,0.34763,11.78,0.03678,8.76,0.9712,-1.6127
mu_over,0.04209,1.43,0.05103,12.16,0.9907,0.7945
mu_under,0.09279,3.15,0.04981,11.87,0.996,0.9954
m_over_mu_over,0.42778,14.5,0.0277,6.6,-5.7033,-4.8592
m_over_mu_under,0.38817,13.16,0.06145,14.64,0.9711,0.4056
