domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.02466,0.84,0.01486,3.54,0.9991,0.987
m_over,0.82607,28.0,0.08735,20.81,0.7399,-2.7702
m_under,0.08647,2.93,0.0625,14.89,-0.149,-0.2365
mu_over,0.05433,1.84,0.04287,10.22,0.996,0.9292
mu_under,0.07164,2.43,0.04874,11.61,0.9976,0.9953
m_over_mu_over,0.89839,30.46,0.02379,5.67,-1.5929,-694.0151
m_under_mu_under,0.08665,2.94,0.0783,18.66,-1.5075,-0.1299
m_over_mu_under,0.77943,26.42,0.10843,25.83,0.8846,-1.6236
m_under_mu_over,0.08748,2.97,0.18312,43.63,0.2932,-0.3631
