domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,2.52,4.63,0.9954,0.9753,2.17,1.54
m_over,15.82,13.79,0.908,-2.925,4.31,5.67
mu_over,3.02,11.23,0.9809,0.837,2.46,3.95
mu_under,4.16,14.12,0.9952,0.9937,1.47,1.08
m_over_mu_over,15.28,8.31,-0.2495,-67.5934,2.75,13.83
m_over_mu_under,18.03,20.32,0.9691,-1.2165,3.58,1.99
