domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,3.47,5.06,0.9932,0.8744,0.71,1.15
m_over,20.23,13.16,0.7744,-2.9954,1.31,6.74
mu_over,2.85,12.91,0.9361,0.617,0.9,4.05
mu_under,4.27,14.47,0.9961,0.9743,0.69,0.8
m_over_mu_over,15.74,12.43,-2.8415,-44.8779,1.4,16.1
m_over_mu_under,21.54,23.1,0.9786,-1.8199,1.36,1.56
