domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,1.14,4.88,0.9937,0.9316,0.61,0.36
m_over,16.04,18.56,0.9114,-0.9938,1.24,3.92
mu_over,3.72,17.06,0.989,0.8133,0.91,0.77
mu_under,1.37,16.97,0.9799,0.9625,0.5,0.95
m_over_mu_over,16.45,15.25,-2.5293,-4.4277,1.34,13.24
m_over_mu_under,17.37,41.49,0.9865,-3.6082,1.17,2.44
