domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.06435,2.18,0.02091,4.98,0.9988,0.9617
m_over,0.82093,27.83,0.06668,15.89,0.7818,-0.1528
m_under,0.08491,2.88,0.04952,11.8,0.0614,0.1215
mu_over,0.04529,1.54,0.0603,14.37,0.9963,0.9095
mu_under,0.08896,3.02,0.0564,13.44,0.9954,0.9665
m_over_mu_over,0.90383,30.64,0.03191,7.6,-1.5995,-16.4135
m_under_mu_under,0.08269,2.8,0.0899,21.42,-0.8904,0.2091
m_over_mu_under,0.81474,27.62,0.0997,23.76,0.9433,-2.6881
m_under_mu_over,0.08985,3.05,0.15641,37.27,0.1723,0.0714
