domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,2.83,5.63,0.9979,0.937,1.53,1.25
m_over,15.51,22.82,0.7846,-0.007,3.08,3.49
mu_over,1.91,11.93,0.9639,0.741,1.97,3.33
mu_under,4.76,16.49,0.9912,0.9336,1.8,1.23
m_over_mu_over,37.18,86.02,-20.2645,-1.6231,2.42,19.8
m_over_mu_under,19.72,30.06,0.8676,-16.3174,3.4,1.97
