domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.52,2.58,-5.1941,-1.4605,5.28,9.26
m_over,14.98,8.31,-15.9679,-0.2368,5.82,23.96
m_under,1.45,14.11,-2.8209,-112.2941,4.88,1.63
mu_over,1.32,13.54,-7.6321,-4.0313,3.75,14.79
mu_under,1.81,12.16,-5.8676,-90.0724,6.52,4.55
m_over_mu_over,14.34,11.58,-194.6082,-308.5543,3.93,36.77
m_under_mu_under,0.94,18.6,-7.4082,-754.4467,5.01,0.76
m_over_mu_under,18.04,8.84,-31.8605,-129.399,8.25,12.55
m_under_mu_over,2.08,39.9,-2.6994,-49.1687,4.79,2.83
