domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.84423,28.62,0.40013,95.34,-28615513210880.0,-165529482428416.0
m_over,1.75349,59.44,0.4007,95.47,-34994516918272.0,0.0
mu_over,0.84436,28.62,0.54691,130.31,-15603252330496.0,0.0
mu_under,0.84102,28.51,0.25119,59.85,-189841111252992.0,0.0
m_over_mu_over,1.76199,59.73,0.54607,130.11,-85513352511488.0,0.0
m_over_mu_under,1.75304,59.43,0.25217,60.08,-270260196343808.0,0.0
