Model,Force Input Required?,$\mathcal{D}_{test}$ (m Est±Est_STD(Bias)),$\mathcal{D}_{test}$ (mu Est±Est_STD(Bias)),$\mathcal{D}_{OOD}^m$ (m Est±Est_STD(Bias)),$\mathcal{D}_{OOD}^m$ (mu Est±Est_STD(Bias)),$\mathcal{D}_{OOD}^{\mu}$ (m Est±Est_STD(Bias)),$\mathcal{D}_{OOD}^{\mu}$ (mu Est±Est_STD(Bias)),"$\mathcal{D}_{OOD}^{m, \mu}$ (m Est±Est_STD(Bias))","$\mathcal{D}_{OOD}^{m, \mu}$ (mu Est±Est_STD(Bias))",Overall (m Est±Est_STD(Bias)),Overall (mu Est±Est_STD(Bias))
Baseline~\cite{mavrakis_estimating_2020},Yes,N/A±0.519(+0.000),N/A±0.099(-0.000),N/A±0.008(-0.533),N/A±0.068(+0.002),N/A±0.539(+0.102),N/A±0.024(-0.070),N/A±0.010(-0.543),N/A±0.043(-0.165),N/A±0.269(-0.243),N/A±0.059(-0.058)
