domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.06102,2.07,0.01282,3.06,0.9982,0.9497
m_over,0.84011,28.48,0.05564,13.26,0.9194,-6.172
m_under,0.07967,2.7,0.06322,15.06,-0.5489,0.0376
mu_over,0.06357,2.15,0.05588,13.31,0.9898,0.7333
mu_under,0.10521,3.57,0.04998,11.91,0.9969,0.9769
m_over_mu_over,1.031,34.95,0.03332,7.94,-0.9866,-7.7295
m_under_mu_under,0.08295,2.81,0.07686,18.31,-2.0861,-14.0789
m_over_mu_under,0.78157,26.49,0.07737,18.44,0.9008,-1.4675
m_under_mu_over,0.08069,2.74,0.18098,43.12,0.2744,0.1298
