domain,mass_mae,mass_nmae_pct,mu_mae,mu_nmae_pct,fric_r2,net_f_r2
m_seen_mu_seen,0.0508,1.72,0.01748,4.16,0.9989,0.9695
m_over,0.78527,26.62,0.0676,16.11,0.7505,-11.1728
m_under,0.0647,2.19,0.06578,15.67,-0.1708,-0.503
mu_over,0.03742,1.27,0.04849,11.55,0.9957,0.8306
mu_under,0.09575,3.25,0.05385,12.83,0.9958,0.9941
m_over_mu_over,0.84432,28.62,0.02811,6.7,-1.968,-28.4839
m_under_mu_under,0.06239,2.12,0.07082,16.87,-1.8133,-2.9508
m_over_mu_under,0.78903,26.75,0.12355,29.44,0.8668,-0.2032
m_under_mu_over,0.06986,2.37,0.18277,43.55,0.2705,-0.3283
