domain,mass_nmae_pct,mu_nmae_pct,fric_r2,net_f_r2,net_f_nmae_pct,fric_f_nmae_pct
m_seen_mu_seen,0.57,2.86,0.9972,0.9404,0.56,1.37
m_over,17.33,16.91,0.8848,-3.5135,1.11,4.87
m_under,5.57,23.34,0.0495,-2.6771,0.6,1.09
mu_over,1.63,11.78,0.9862,0.7627,0.68,1.91
mu_under,1.57,10.83,0.9649,0.9789,0.53,1.52
m_over_mu_over,18.45,6.49,-1.8525,-18.6777,1.18,14.05
m_under_mu_under,6.02,9.5,-2.3432,-5.6047,0.56,1.6
m_over_mu_under,17.04,24.97,0.6517,-1.2099,1.43,1.87
m_under_mu_over,5.17,54.12,0.382,-1.2222,0.96,1.26
